N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;atomic_mass;atomic_mass_unc;delta;bind_ene_teo;Diff_bind_ene
19;88;69;157;Tm;-58709.279;27.945;8101.4285;0.1780;-5289.3667;29.9971;936973.000;30.000;0;8357.980260385602;-256.5517603856024
17;87;70;157;Yb;-53419.912;10.905;8062.7551;0.0695;-6980.0942;14.2406;942651.368;11.706;0;8317.431735656446;-254.6766356564458
15;86;71;157;Lu;-46439.818;12.074;8013.3128;0.0769;-7585;201;950144.807;12.961;0;8267.794990390932;-254.48219039093237
13;85;72;157;Hf;-38855;200;7960.0;1;-9259;250;958288;215;0;8209.070024589058;-249.07002458905845
11;84;73;157;Ta;-29595.948;150.052;7896.0608;0.9557;-9906;427;968227.445;161.087;0;8141.256838250827;-245.19603825082686
9;83;74;157;W;-19690;400;7828.0;3;*;;978862;429;0;8064.355431376237;-236.355431376237
42;100;58;158;Ce;-36540;400;8015.0;3;7610;500;960773;429;-1;8181.92995083905;-166.92995083905043
40;99;59;158;Pr;-44150;300;8059.0;2;9685;300;952603;322;1;8232.65876809182;-173.6587680918201
38;98;60;158;Nd;-53835.123;1.304;8114.9529;0.0083;5271.0196;1.5776;942205.620;1.400;-1;8296.965087722527;-182.0121877225265
36;97;61;158;Pm;-59106.143;0.888;8143.3622;0.0056;6145.7062;4.8634;936546.948;0.953;1;8329.733762476648;-186.37156247664825
34;96;62;158;Sm;-65251.849;4.782;8177.3075;0.0303;2018.6123;5.1146;929949.262;5.133;-1;8376.079939608708;-198.77243960870783
32;95;63;158;Eu;-67270.461;2.032;8185.132;0.0129;3419.5081;2.2547;927782.192;2.181;1;8390.888471864177;-205.756471864177
30;94;64;158;Gd;-70689.969;0.976;8201.8229;0.0062;-1219.0862;0.9799;924111.200;1.048;-1;8419.274506497586;-217.4516064975869
28;93;65;158;Tb;-69470.883;1.268;8189.1556;0.0080;936.2686;2.4750;925419.942;1.360;1;8416.122896254406;-226.9672962544064
26;92;66;158;Dy;-70407.152;2.337;8190.1298;0.0148;-4219.7555;27.0048;924414.817;2.509;-1;8426.548788389167;-236.41898838916768
24;91;67;158;Ho;-66187.396;27.106;8158.4709;0.1716;-883.5812;37.0236;928944.910;29.099;1;8405.43703564734;-246.9661356473389
22;90;68;158;Er;-65303.815;25.219;8147.927;0.1596;-6600.6151;31.3411;929893.474;27.074;-1;8397.902785283452;-249.97578528345184
20;89;69;158;Tm;-58703.200;25.219;8101.1994;0.1596;-2693.5796;26.4499;936979.525;27.074;1;8358.830890042973;-257.6314900429725
18;88;70;158;Yb;-56009.620;7.973;8079.1999;0.0505;-8797.4201;16.8655;939871.202;8.559;-1;8333.336497180433;-254.13659718043345
16;87;71;158;Lu;-47212.200;15.125;8018.5685;0.0957;-5109.8010;14.9373;949315.620;16.236;1;8276.304459441308;-257.7359594413074
14;86;72;158;Hf;-42102.399;17.494;7981.2764;0.1107;-10984;201;954801.217;18.780;-1;8232.849924080117;-251.57352408011775
12;85;73;158;Ta;-31118;201;7907.0;1;-7426;361;966593;215;1;8157.857743842341;-250.85774384234082
10;84;74;158;W;-23693;300;7855.0;2;*;;974565;322;-1;8096.443065982502;-241.44306598250205
43;101;58;159;Ce;-31340;500;7983.0;3;9430;640;966355;537;0;8147.728954117253;-164.72895411725312
41;100;59;159;Pr;-40770;400;8037.0;3;8954;401;956232;429;0;8212.253510259245;-175.25351025924465
39;99;60;159;Nd;-49724.007;29.808;8088.8224;0.1875;6830.3441;31.4529;946619.085;32.000;0;8267.904164818328;-179.08176481832834
37;98;61;159;Pm;-56554.351;10.039;8126.8601;0.0631;5653.4982;11.6438;939286.409;10.777;0;8314.680917794502;-187.82081779450164
35;97;62;159;Sm;-62207.849;5.934;8157.4963;0.0373;3835.5363;7.3211;933217.130;6.370;0;8352.58376918777;-195.08746918776978
33;96;63;159;Eu;-66043.386;4.320;8176.6987;0.0272;2518.4717;4.3657;929099.512;4.637;0;8381.612718998127;-204.91401899812718
31;95;64;159;Gd;-68561.857;0.980;8187.6177;0.0062;970.7242;0.7495;926395.822;1.051;0;8401.767767225576;-214.1500672255761
29;94;65;159;Tb;-69532.582;1.103;8188.8025;0.0069;-365.3613;1.1573;925353.707;1.184;0;8413.048913870116;-224.24641387011616
27;93;66;159;Dy;-69167.220;1.439;8181.5842;0.0091;-1837.6000;2.6833;925745.938;1.544;0;8415.456158931747;-233.87195893174703
25;92;67;159;Ho;-67329.620;3.045;8165.1066;0.0192;-2768.5000;2.0000;927718.683;3.268;0;8408.98950241047;-243.8829024104698
23;91;68;159;Er;-64561.120;3.643;8142.7742;0.0229;-3990.7162;28.1813;930690.790;3.910;0;8393.648944306287;-250.87474430628754
21;90;69;159;Tm;-60570.404;27.945;8112.7549;0.1758;-4736.8869;33.0155;934975.000;30.000;0;8369.434484619193;-256.6795846191926
19;89;70;159;Yb;-55833.517;17.582;8078.0428;0.1106;-6124.9081;41.5648;940060.257;18.874;0;8336.346123349189;-258.30332334918876
17;88;71;159;Lu;-49708.609;37.663;8034.6009;0.2369;-6856.0030;41.2456;946635.615;40.433;0;8294.383860496278;-259.78296049627806
15;87;72;159;Hf;-42852.606;16.813;7986.561;0.1057;-8413.4492;25.8909;953995.837;18.049;0;8243.54769606046;-256.9866960604595
13;86;73;159;Ta;-34439.157;19.689;7928.7258;0.1238;-9005;301;963028.046;21.137;0;8183.837630041733;-255.1118300417329
11;85;74;159;W;-25434;300;7867.0;2;-10629;427;972696;322;0;8115.253662440096;-248.25366244009638
9;84;75;159;Re;-14805;305;7795.0;2;*;;984106;327;0;8037.795793255551;-242.79579325555096
42;101;59;160;Pr;-36200;400;8009.0;2;10525;402;961138;429;1;8179.9787531930215;-170.97875319302148
40;100;60;160;Nd;-46724.515;46.575;8069.9662;0.2911;6170.1238;46.6198;949839.172;50.000;-1;8249.251776908855;-179.28557690885555
38;99;61;160;Pm;-52894.639;2.049;8103.6398;0.0128;7338.5338;2.8330;943215.272;2.200;1;8287.619194010322;-183.9793940103218
36;98;62;160;Sm;-60233.172;1.956;8144.6159;0.0122;3260.2763;2.1547;935337.032;2.100;-1;8339.352891739776;-194.73699173977639
34;97;63;160;Eu;-63493.449;0.904;8160.103;0.0057;4448.6112;1.4417;931836.982;0.970;1;8360.180982854863;-200.07798285486297
32;96;64;160;Gd;-67942.060;1.123;8183.0171;0.0070;-105.5863;1.0207;927061.202;1.206;-1;8394.375354597942;-211.3582545979416
30;95;65;160;Tb;-67836.474;1.110;8177.4676;0.0069;1835.9516;1.1011;927174.553;1.191;1;8397.664119726653;-220.1965197266527
28;94;66;160;Dy;-69672.425;0.700;8184.0526;0.0044;-3290.0000;15.0000;925203.578;0.751;-1;8414.319165483352;-230.26656548335177
26;93;67;160;Ho;-66382.425;15.016;8158.6004;0.0939;-318.2488;28.5197;928735.538;16.120;1;8400.068604625683;-241.46820462568303
24;92;68;160;Er;-66064.176;24.246;8151.7217;0.1515;-5763.1395;39.1333;929077.193;26.029;-1;8399.184324396005;-247.46262439600468
22;91;69;160;Tm;-60301.037;32.686;8110.8124;0.2043;-2137.8101;33.1447;935264.177;35.089;1;8367.394437551957;-256.582037551957
20;90;70;160;Yb;-58163.227;5.496;8092.5614;0.0343;-7893.2846;57.0863;937559.210;5.900;-1;8348.9708313359;-256.409431335901
18;89;71;160;Lu;-50269.942;56.821;8038.3387;0.3551;-4331.1951;57.6165;946033.000;61.000;1;8299.641618505473;-261.3029185054729
16;88;72;160;Hf;-45938.747;9.540;8006.3791;0.0596;-10115.0475;55.1472;950682.728;10.241;-1;8263.678686303041;-257.299586303041
14;87;73;160;Ta;-35823.700;54.316;7938.2704;0.3395;-6494.6267;139.8413;961541.678;58.310;1;8196.810147486236;-258.5397474862357
12;86;74;160;W;-29329.073;149.810;7892.7893;0.9363;-12451;335;968513.946;160.828;-1;8143.307889297422;-250.51858929742139
10;85;75;160;Re;-16878;300;7810.0;2;*;;981880;322;1;8058.900024494239;-248.900024494239
43;102;59;161;Pr;-32490;500;7986.0;3;9741;640;965121;537;0;8158.107850366711;-172.10785036671132
41;101;60;161;Nd;-42230;400;8042.0;2;7856;400;954664;429;0;8218.800514737904;-176.80051473790445
39;100;61;161;Pm;-50086.589;9.035;8085.9977;0.0561;6585.4546;11.3187;946229.837;9.700;0;8270.825870686293;-184.82817068629265
37;99;62;161;Sm;-56672.043;6.817;8122.0418;0.0423;5119.5577;12.4147;939160.062;7.318;0;8314.18391821188;-192.1421182118802
35;98;63;161;Eu;-61791.601;10.400;8148.981;0.0646;3714.5406;10.5074;933663.991;11.164;0;8348.874657314664;-199.89365731466387
33;97;64;161;Gd;-65506.142;1.504;8167.1934;0.0093;1955.6357;1.4402;929676.267;1.614;0;8374.898087994645;-207.7046879946447
31;96;65;161;Tb;-67461.778;1.218;8174.4809;0.0076;593.7166;1.2010;927576.806;1.308;0;8392.254210251824;-217.7733102518241
29;95;66;161;Dy;-68055.494;0.697;8173.3093;0.0043;-859.2003;2.1368;926939.425;0.748;0;8400.9430240862;-227.63372408620035
27;94;67;161;Ho;-67196.294;2.151;8163.1134;0.0134;-1994.9954;9.0041;927861.815;2.309;0;8400.964529497773;-237.8511294977725
25;93;68;161;Er;-65201.298;8.774;8145.8628;0.0545;-3302.5839;29.2899;930003.530;9.419;0;8392.318726486541;-246.4559264865411
23;92;69;161;Tm;-61898.715;27.945;8120.4906;0.1736;-4064.4665;31.7640;933549.000;30.000;0;8375.00561505251;-254.51501505251053
21;91;70;161;Yb;-57834.248;15.101;8090.3861;0.0938;-5271.8989;31.7640;937912.384;16.211;0;8349.025195195676;-258.6390951956764
19;90;71;161;Lu;-52562.349;27.945;8052.7821;0.1736;-6246.5319;36.4805;943572.000;30.000;0;8314.37746691604;-261.595366916039
17;89;72;161;Hf;-46315.817;23.450;8009.1245;0.1457;-7537.2421;33.7278;950277.927;25.174;0;8271.062430213598;-261.9379302135985
15;88;73;161;Ta;-38778.575;24.381;7957.45;0.1514;-8272;202;958369.489;26.174;0;8219.080085088353;-261.63008508835355
13;87;74;161;W;-30507;200;7901.0;1;-9664;250;967249;215;0;8158.430431540311;-257.43043154031056
11;86;75;161;Re;-20842.820;149.905;7836.3292;0.9311;-10647;427;977624.313;160.930;0;8089.11346956946;-252.78426956945987
9;85;76;161;Os;-10196;400;7765.0;2;*;;989054;429;0;8011.129199175813;-246.12919917581257
42;102;60;162;Nd;-39010;400;8022.0;2;7030;500;958121;429;-1;8198.616778618632;-176.61677861863245
40;101;61;162;Pm;-46040;300;8061.0;2;8339;300;950574;322;1;8242.301710601374;-181.301710601374
38;100;62;162;Sm;-54379.053;3.523;8107.5745;0.0218;4343.8905;3.7605;941621.687;3.782;-1;8299.147136892603;-191.57263689260344
36;99;63;162;Eu;-58722.944;1.314;8129.5593;0.0081;5557.7761;4.1748;936958.329;1.410;1;8325.698484382367;-196.1391843823667
34;98;64;162;Gd;-64280.720;3.963;8159.0373;0.0245;1598.8278;4.4611;930991.812;4.254;-1;8365.410326180614;-206.37302618061403
32;97;65;162;Tb;-65879.548;2.049;8164.0773;0.0127;2301.6217;2.1640;929275.400;2.200;1;8374.828089177401;-210.7507891774012
30;96;66;162;Dy;-68181.169;0.695;8173.4555;0.0043;-2140.6068;3.0926;926804.507;0.746;-1;8397.40634648267;-223.95084648267039
28;95;67;162;Ho;-66040.563;3.102;8155.4126;0.0192;293.6478;3.1069;929102.543;3.330;1;8389.690524986478;-234.27792498647796
26;94;68;162;Er;-66334.210;0.756;8152.3959;0.0047;-4856.7282;26.0475;928787.299;0.811;-1;8395.135197798767;-242.73929779876653
24;93;69;162;Tm;-61477.482;26.058;8117.5868;0.1609;-1656.3190;30.1127;934001.211;27.974;1;8370.285791809594;-252.6989918095942
22;92;70;162;Yb;-59821.163;15.103;8102.5333;0.0932;-6989.4042;76.5406;935779.342;16.213;-1;8358.59688012891;-256.06358012890905
20;91;71;162;Lu;-52831.759;75.036;8054.5596;0.4632;-3663.3333;75.5679;943282.776;80.554;1;8316.613889646756;-262.05428964675684
18;90;72;162;Hf;-49168.426;8.952;8027.1171;0.0553;-9387.0211;63.8938;947215.526;9.610;-1;8287.79139347309;-260.67429347308916
16;89;73;162;Ta;-39781.405;63.322;7964.3432;0.3909;-5782.1880;63.3235;957292.907;67.979;1;8228.674818497959;-264.3316184979585
14;88;74;162;W;-33999.217;17.657;7923.8214;0.1090;-11546;201;963500.341;18.955;-1;8182.718737831314;-258.89733783131396
12;87;75;162;Re;-22453;201;7848.0;1;-7953;361;975896;215;1;8106.468578363206;-258.4685783632058
10;86;76;162;Os;-14500;300;7794.0;2;*;;984434;322;-1;8043.378913203581;-249.37891320358085
43;103;60;163;Nd;-34080;500;7992.0;3;8880;640;963414;537;0;8166.902472997011;-174.9024729970106
41;102;61;163;Pm;-42960;400;8042.0;2;7640;400;953881;429;0;8223.909378124215;-181.90937812421544
39;101;62;163;Sm;-50599.612;7.359;8084.1653;0.0451;5974.2073;7.4141;945679.085;7.900;0;8272.448213032463;-188.2829130324635
37;100;63;163;Eu;-56573.819;0.904;8116.0172;0.0056;4814.7720;1.2046;939265.510;0.970;0;8312.51897772175;-196.50177772174902
35;99;64;163;Gd;-61388.591;0.797;8140.756;0.0049;3207.1628;4.1374;934096.640;0.855;0;8344.121672192077;-203.365672192077
33;98;65;163;Tb;-64595.754;4.060;8155.6322;0.0249;1785.1041;4.0006;930653.609;4.358;0;8367.256296443446;-211.62409644344552
31;97;66;163;Dy;-66380.858;0.693;8161.784;0.0043;-2.8309;0.0222;928737.221;0.744;0;8381.922850475856;-220.1388504758561
29;96;67;163;Ho;-66378.027;0.693;8156.967;0.0043;-1210.6141;4.5755;928740.260;0.744;0;8388.121334289306;-231.15433428930646
27;95;68;163;Er;-65167.413;4.628;8144.7403;0.0284;-2439.0000;3.0000;930039.908;4.967;0;8385.851747883797;-241.11144788379625
25;94;69;163;Tm;-62728.413;5.515;8124.9774;0.0338;-3434.5345;16.0687;932658.282;5.920;0;8375.11409125933;-250.13669125932938
23;93;70;163;Yb;-59293.878;15.105;8099.1069;0.0927;-4502.4636;31.7657;936345.406;16.215;0;8355.908364415904;-256.80146441590387
21;92;71;163;Lu;-54791.415;27.945;8066.6848;0.1714;-5522.0944;37.9611;941179.000;30.000;0;8328.234567353513;-261.54976735351283
19;91;72;163;Hf;-49269.320;25.693;8028.0072;0.1576;-6734.6864;45.9217;947107.211;27.582;0;8292.092700072171;-264.08550007217127
17;90;73;163;Ta;-42534.634;38.061;7981.8905;0.2335;-7626.1952;69.7301;954337.194;40.860;0;8247.482762571864;-265.592262571864
15;89;74;163;W;-34908.439;58.426;7930.3043;0.3584;-8906.1859;61.2953;962524.251;62.722;0;8194.4047548526;-264.1004548525998
13;88;75;163;Re;-26002.253;18.534;7870.8655;0.1137;-9666;301;972085.434;19.897;0;8132.858676914378;-261.9931769143777
11;87;76;163;Os;-16336;300;7807.0;2;-11026;500;982462;322;0;8062.844528757195;-255.8445287571949
9;86;77;163;Ir;-5310;400;7734.0;2;*;;994299;429;0;7984.362310381054;-250.36231038105416
42;103;61;164;Pm;-38360;400;8014.0;2;9565;400;958819;429;1;8194.052585754202;-180.05258575420157
40;102;62;164;Sm;-47925.314;4.099;8067.7803;0.0250;5306.8315;4.5907;948550.061;4.400;-1;8255.749154857855;-187.96885485785424
38;101;63;164;Eu;-53232.146;2.068;8095.3686;0.0126;6461.5416;2.2969;942852.943;2.219;1;8287.743574132248;-192.3749741322481
36;100;64;164;Gd;-59693.688;1.000;8129.9978;0.0061;2411.2959;2.1143;935916.193;1.073;-1;8332.69794438598;-202.7001443859799
34;99;65;164;Tb;-62104.983;1.863;8139.9304;0.0114;3862.6653;1.9884;933327.561;2.000;1;8347.950164810452;-208.01976481045222
32;98;66;164;Dy;-65967.649;0.695;8158.7129;0.0042;-987.1315;1.3710;929180.819;0.746;-1;8376.162336214262;-217.44943621426137
30;97;67;164;Ho;-64980.517;1.390;8147.9234;0.0085;962.0559;1.3756;930240.548;1.492;1;8374.672357788813;-226.74895778881364
28;96;68;164;Er;-65942.573;0.704;8149.0191;0.0043;-4033.6302;25.0113;929207.739;0.755;-1;8386.142330342702;-237.1232303427014
26;95;69;164;Tm;-61908.943;25.006;8119.6534;0.1525;-896.7722;29.2135;933538.019;26.845;1;8367.91015306733;-248.25675306733046
24;94;70;164;Yb;-61012.171;15.106;8109.4149;0.0921;-6369.7952;31.7666;934500.743;16.217;-1;8362.637926771298;-253.22302677129846
22;93;71;164;Lu;-54642.376;27.945;8065.8043;0.1704;-2824.0194;32.1083;941339.000;30.000;1;8327.663550646008;-261.85925064600815
20;92;72;164;Hf;-51818.356;15.812;8043.8142;0.0964;-8535.5511;32.1083;944370.709;16.975;-1;8305.649125500055;-261.83492550005485
18;91;73;164;Ta;-43282.805;27.945;7986.9978;0.1704;-5047.2500;29.5717;953534.000;30.000;1;8253.93255052484;-266.9347505248397
16;90;74;164;W;-38235.555;9.673;7951.4515;0.0590;-10763.1138;55.4055;958952.445;10.384;-1;8215.175926528964;-263.7244265289637
14;89;75;164;Re;-27472.441;54.555;7881.0523;0.3326;-7047.7180;140.0330;970507.122;58.566;1;8146.717152703831;-265.66485270383055
12;88;76;164;Os;-20424.723;149.903;7833.308;0.9140;-12941;350;978073.158;160.927;-1;8091.218329858036;-257.91032985803577
10;87;77;164;Ir;-7483;316;7750.0;2;*;;991966;339;1;8006.017357182978;-256.01735718297823
43;104;61;165;Pm;-34670;500;7992.0;3;8840;640;962780;537;0;8174.192161948468;-182.1921619484683
41;103;62;165;Sm;-43510;400;8041.0;2;7219;400;953290;429;0;8227.652353138501;-186.65235313850098
39;102;63;165;Eu;-50729.103;5.213;8080.0529;0.0316;5796.6788;5.3733;945540.070;5.596;0;8272.836706097081;-192.78380609708165
37;101;64;165;Gd;-56525.782;1.304;8110.4428;0.0079;4063.0674;2.0189;939317.080;1.400;0;8309.74522082421;-199.30242082421046
35;100;65;165;Tb;-60588.849;1.541;8130.3259;0.0093;3023.4392;1.6915;934955.198;1.654;0;8338.37789731989;-208.05199731988978
33;99;66;165;Dy;-63612.289;0.697;8143.9083;0.0042;1285.7287;0.7502;931709.402;0.748;0;8358.73473558412;-214.82643558411928
31;98;67;165;Ho;-64898.017;0.786;8146.9591;0.0048;-376.6648;0.9575;930329.116;0.844;0;8370.8157356169;-223.85663561689944
29;97;68;165;Er;-64521.353;0.918;8139.9348;0.0056;-1591.3282;1.4891;930733.482;0.985;0;8374.620897418225;-234.68609741822456
27;96;69;165;Tm;-62930.024;1.658;8125.5489;0.0101;-2634.6364;26.5907;932441.843;1.779;0;8370.150220988102;-244.6013209881021
25;95;70;165;Yb;-60295.388;26.539;8104.8399;0.1608;-3853.1403;35.4324;935270.241;28.490;0;8357.40370632653;-252.56380632652963
23;94;71;165;Lu;-56442.248;26.539;8076.746;0.1608;-4806.7350;38.5387;939406.758;28.490;0;8336.381353433504;-259.63535343350395
21;93;72;165;Hf;-51635.513;27.945;8042.8728;0.1694;-5787.6410;31.0668;944567.000;30.000;0;8307.08316230903;-264.21036230903064
19;92;73;165;Ta;-45847.872;13.573;8003.0547;0.0823;-6986.5555;29.1133;950780.287;14.571;0;8269.509132953104;-266.4544329531045
17;91;74;165;W;-38861.316;25.756;7955.9704;0.1561;-8201.9627;34.9116;958280.663;27.649;0;8223.65926536573;-267.6888653657297
15;90;75;165;Re;-30659.353;23.593;7901.5201;0.1430;-8913;202;967085.831;25.328;0;8169.533559546902;-268.0134595469026
13;89;76;165;Os;-21747;200;7843.0;1;-10151;255;976654;215;0;8107.132015496624;-264.13201549662426
11;88;77;165;Ir;-11595;158;7776.0;1;-11277;430;987552;170;0;8036.454633214897;-260.4546332148966
9;87;78;165;Pt;-318;400;7703.0;2;*;;999658;429;0;7957.501412701718;-254.50141270171844
42;104;62;166;Sm;-40450;400;8023.0;2;6299;412;956575;429;-1;8209.424046003562;-186.42404600356167
40;103;63;166;Eu;-46749;100;8056.0;1;7622;100;949813;107;1;8246.596443980397;-190.59644398039745
38;102;64;166;Gd;-54370.926;1.584;8097.226;0.0095;3437.8515;2.1558;941630.413;1.700;-1;8296.53330869839;-199.30730869839044
36;101;65;166;Tb;-57808.778;1.463;8113.223;0.0088;4775.6930;1.6690;937939.727;1.570;1;8317.341214191703;-204.11821419170337
34;100;66;166;Dy;-62584.471;0.804;8137.2793;0.0048;485.8684;0.8502;932812.810;0.862;-1;8350.913586426175;-213.6342864261751
32;99;67;166;Ho;-63070.339;0.786;8135.4933;0.0047;1853.8057;0.7792;932291.209;0.844;1;8355.35699943597;-219.86369943596947
30;98;68;166;Er;-64924.145;0.334;8141.9479;0.0020;-3037.6667;11.5470;930301.067;0.358;-1;8372.564879186919;-230.6169791869188
28;97;69;166;Tm;-61886.478;11.552;8118.9357;0.0696;-292.7714;13.5069;933562.136;12.401;1;8360.64379971319;-241.70809971319068
26;96;70;166;Yb;-61593.706;7.001;8112.4591;0.0422;-5572.7197;30.6189;933876.439;7.515;-1;8361.487186980621;-249.02808698062108
24;95;71;166;Lu;-56020.987;29.808;8074.1756;0.1796;-2161.9978;40.8585;939859.000;32.000;1;8333.201615023376;-259.0260150233762
22;94;72;166;Hf;-53858.989;27.945;8056.4386;0.1683;-7761.2089;39.5199;942180.000;30.000;-1;8317.680509807282;-261.24190980728144
20;93;73;166;Ta;-46097.780;27.945;8004.9714;0.1683;-4210.3092;29.5036;950512.000;30.000;1;8273.030445366516;-268.0590453665154
18;92;74;166;W;-41887.471;9.463;7974.8951;0.0570;-10050.1358;88.7072;955031.952;10.159;-1;8241.144847666905;-266.249747666905
16;91;75;166;Re;-31837.335;88.242;7909.6392;0.5316;-6405.8090;88.3046;965821.216;94.731;1;8180.130290742614;-270.4910907426147
14;90;76;166;Os;-25431.526;17.966;7866.3371;0.1082;-12126;201;972698.135;19.287;-1;8131.880200559483;-265.5431005594828
12;89;77;166;Ir;-13306;201;7789.0;1;-8523;361;985716;215;1;8054.501151151672;-265.5011511516723
10;88;78;166;Pt;-4783;300;7733.0;2;*;;994866;322;-1;7989.886568485021;-256.8865684850207
43;105;62;167;Sm;-35330;500;7992.0;3;8440;640;962072;537;0;8180.051530056025;-188.0515300560246
41;104;63;167;Eu;-43770;400;8038.0;2;7006;400;953011;429;0;8230.097387081336;-192.0973870813359
39;103;64;167;Gd;-50775.732;5.213;8075.5428;0.0312;5107.3505;5.5584;945490.012;5.596;0;8272.052959854984;-196.5101598549836
37;102;65;167;Tb;-55883.082;1.929;8101.441;0.0116;4028.3686;4.4459;940007.046;2.071;0;8305.918248376962;-204.47724837696205
35;101;66;167;Dy;-59911.451;4.005;8120.8782;0.0240;2368.0076;6.5549;935682.415;4.300;0;8331.693252647272;-210.81505264727184
33;100;67;167;Ho;-62279.459;5.189;8130.3732;0.0311;1009.7971;5.1890;933140.254;5.570;0;8349.377972665918;-219.0047726659177
31;99;68;167;Er;-63289.256;0.286;8131.7352;0.0017;-746.1392;1.2633;932056.192;0.306;0;8358.972408432895;-227.2372084328954
29;98;69;167;Tm;-62543.117;1.258;8122.5826;0.0075;-1953.2162;3.7968;932857.206;1.350;0;8360.476559948207;-237.89395994820734
27;97;70;167;Yb;-60589.900;3.960;8106.202;0.0237;-3063.6190;37.4696;934954.069;4.251;0;8353.890427211853;-247.6884272118523
25;96;71;167;Lu;-57526.281;37.260;8083.1722;0.2231;-4058.5198;46.5747;938243.000;40.000;0;8339.214010223828;-256.0418102238282
23;95;72;167;Hf;-53467.761;27.945;8054.185;0.1673;-5116.6971;39.5199;942600.000;30.000;0;8316.447308984141;-262.2623089841409
21;94;73;167;Ta;-48351.064;27.945;8018.8614;0.1673;-6257.8523;33.6262;948093.000;30.000;0;8285.590323492783;-266.728923492783
19;93;74;167;W;-42093.212;18.703;7976.7045;0.1120;-7259;44;954811.080;20.078;0;8246.64305374976;-269.9385537497601
17;92;75;167;Re;-34834;40;7929.0;0;-8335;90;962604;43;0;8199.605499755071;-270.6054997550709
