N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;A2;atomic_mass;atomic_mass_unc;delta;bind_ene_teo;Diff_bind_ene
8;45;37;82;Rb;-76187.803;3.009;8647.427;0.037;-177.751;6.705;81;918209.024;3.230;1;8815.584869686481;-168.15786968648172
6;44;38;82;Sr;-76010.053;5.992;8635.718;0.073;-7945.961;8.132;81;918399.847;6.432;-1;8803.412341098598;-167.69434109859685
4;43;39;82;Y;-68064.091;5.499;8529.275;0.067;-4432.804;12.457;81;926930.188;5.902;1;8699.598584109403;-170.32358410940287
2;42;40;82;Zr;-63631.287;11.178;8465.676;0.136;-11541;300;81;931689.000;12.000;-1;8624.810241844585;-159.13424184458563
0;41;41;82;Nb;-52090;300;8315.0;4;-11720;500;81;944079;322;1;8458.380671178458;-143.38067117845821
-2;40;42;82;Mo;-40370;400;8163.0;5;*;;81;956661;429;-1;8320.976515236709;-157.97651523670902
23;53;30;83;Zn;-36290;300;8226.0;4;12967;300;82;961041;322;0;8182.58906070384;43.410939296159995
21;52;31;83;Ga;-49257.122;2.613;8372.575;0.031;11719.312;3.559;82;947120.301;2.804;0;8367.746033638698;4.8289663613031735
19;51;32;83;Ge;-60976.435;2.427;8504.345;0.029;8692.888;3.698;82;934539.101;2.605;0;8522.315619156447;-17.970619156447356
17;50;33;83;As;-69669.323;2.799;8599.653;0.034;5671.207;4.129;82;925206.901;3.004;0;8646.297817257087;-46.6448172570872
15;49;34;83;Se;-75340.530;3.036;8658.555;0.037;3673.179;4.839;82;919118.609;3.259;0;8739.692627940622;-81.13762794062131
13;48;35;83;Br;-79013.709;3.795;8693.384;0.046;976.924;3.795;82;915175.289;4.073;0;8802.50005120705;-109.11605120704917
11;47;36;83;Kr;-79990.633;0.009;8695.729;0.000;-920.004;2.329;82;914126.518;0.009;0;8834.720087056368;-138.991087056369
9;46;37;83;Rb;-79070.630;2.329;8675.218;0.028;-2273.024;6.424;82;915114.182;2.500;0;8836.352735488581;-161.1347354885802
7;45;38;83;Sr;-76797.606;6.834;8638.407;0.082;-4591.941;19.844;82;917554.374;7.336;0;8807.397996503687;-168.9909965036877
5;44;39;83;Y;-72205.665;18.631;8573.656;0.224;-6294.012;19.707;82;922484.025;20.000;0;8747.855870101685;-174.1998701016837
3;43;40;83;Zr;-65911.654;6.430;8488.399;0.077;-8355.571;151.039;82;929240.925;6.902;0;8657.726356282576;-169.32735628257615
1;42;41;83;Nb;-57556.083;150.902;8378.304;1.818;-11216;428;82;938211.000;162.000;0;8537.009455046358;-158.7054550463581
-1;41;42;83;Mo;-46340;401;8234.0;5;-15020;641;82;950252;430;0;8385.705166393034;-151.70516639303423
-3;40;43;83;Tc;-31320;500;8043.0;6;*;;82;966377;537;0;8203.813490322604;-160.81349032260368
24;54;30;84;Zn;-31930;400;8172.0;5;12158;447;83;965722;429;-1;8127.470698729954;44.529301270045835
22;53;31;84;Ga;-44088;200;8307.0;2;14061;200;83;952670;215;1;8291.431334238328;15.568665761671582
20;52;32;84;Ge;-58148.428;3.171;8465.524;0.038;7705.132;4.479;83;937575.091;3.403;-1;8483.691421878852;-18.16742187885211
18;51;33;84;As;-65853.560;3.171;8547.938;0.038;10094.161;3.722;83;929303.291;3.403;1;8587.868086859004;-39.930086859003495
16;50;34;84;Se;-75947.721;1.961;8658.793;0.023;1835.363;25.765;83;918466.762;2.105;-1;8720.344203971305;-61.55120397130486
14;49;35;84;Br;-77783.084;25.730;8671.329;0.306;4656.251;25.730;83;916496.419;27.622;1;8764.736898423233;-93.40789842323284
12;48;36;84;Kr;-82439.33510;0.00379;8717.446;0.000;-2680.371;2.194;83;911497.72863;0.00407;-1;8837.429045007311;-119.98304500731138
10;47;37;84;Rb;-79758.964;2.194;8676.224;0.026;890.606;2.336;83;914375.225;2.355;1;8822.037768931017;-145.81376893101697
8;46;38;84;Sr;-80649.570;1.243;8677.512;0.015;-6755.139;4.411;83;913419.120;1.334;-1;8834.94594498687;-157.4339449868694
6;45;39;84;Y;-73894.431;4.299;8587.78;0.051;-2472.745;6.977;83;920671.061;4.615;1;8759.770698382354;-171.990698382353
4;44;40;84;Zr;-71421.686;5.499;8549.029;0.065;-10202.968;14.153;83;923325.662;5.903;-1;8712.894903909988;-163.86590390998754
2;43;41;84;Nb;-61218.717;13.041;8418.252;0.155;-7049;298;83;934279.000;14.000;1;8577.935686777248;-159.6836867772472
0;42;42;84;Mo;-54170;298;8325.0;4;-16470;499;83;941846;320;-1;8471.275921776656;-146.2759217766561
-2;41;43;84;Tc;-37700;400;8120.0;5;*;;83;959527;429;1;8276.53273411569;-156.5327341156899
25;55;30;85;Zn;-25230;500;8092.0;6;14619;582;84;972914;537;0;8041.609280103278;50.39071989672175
23;54;31;85;Ga;-39849;298;8255.0;4;13274;298;84;957220;320;0;8242.147578298162;12.852421701838466
21;53;32;85;Ge;-53123.420;3.729;8401.768;0.044;10065.724;4.830;84;942969.659;4.003;0;8413.465338536076;-11.697338536076131
19;52;33;85;As;-63189.144;3.078;8510.984;0.036;9224.492;4.031;84;932163.659;3.304;0;8555.562560817027;-44.5785608170263
17;51;34;85;Se;-72413.636;2.613;8610.304;0.031;6161.833;4.031;84;922260.759;2.804;0;8668.43924514101;-58.135245141009364
15;50;35;85;Br;-78575.469;3.078;8673.592;0.036;2904.861;3.671;84;915645.759;3.304;0;8752.095391508026;-78.50339150802574
13;49;36;85;Kr;-81480.331;2.000;8698.562;0.024;687.000;2.000;84;912527.262;2.147;0;8806.530999918077;-107.96899991807732
11;48;37;85;Rb;-82167.33050;0.00498;8697.441;0.000;-1064.051;2.813;84;911789.73760;0.00534;0;8831.746070371162;-134.3050703711615
9;47;38;85;Sr;-81103.280;2.813;8675.718;0.033;-3261.157;19.173;84;912932.043;3.020;0;8827.74060286728;-152.0226028672787
7;46;39;85;Y;-77842.123;18.965;8628.148;0.223;-4666.934;20.026;84;916433.039;20.360;0;8794.514597406433;-166.36659740643336
5;45;40;85;Zr;-73175.189;6.430;8564.039;0.076;-6895.514;7.625;84;921443.198;6.902;0;8732.068053988618;-168.0290539886173
3;44;41;85;Nb;-66279.676;4.099;8473.711;0.048;-8769.923;16.357;84;928845.837;4.400;0;8640.400972613836;-166.6899726138363
1;43;42;85;Mo;-57509.753;15.835;8361.331;0.186;-11660;400;84;938260.737;17.000;0;8519.513353282091;-158.18235328209084
-1;42;43;85;Tc;-45850;400;8215.0;5;-14900;640;84;950778;429;0;8369.405195993379;-154.40519599337858
-3;41;44;85;Ru;-30950;500;8030.0;6;*;;84;966774;537;0;8190.076500747698;-160.07650074769845
24;55;31;86;Ga;-34080;400;8186.0;5;15320;593;85;963414;429;1;8162.402835231813;23.597164768187213
22;54;32;86;Ge;-49399.922;437.802;8354.629;5.091;9562.221;437.816;85;946967.000;470.000;-1;8369.542860524292;-14.913860524291522
20;53;33;86;As;-58962.142;3.450;8456.721;0.040;11541.024;4.267;85;936701.533;3.703;1;8491.937584417996;-35.21658441799627
18;52;34;86;Se;-70503.167;2.520;8581.822;0.029;5129.085;3.972;85;924311.733;2.705;-1;8641.933710157427;-60.1117101574273
16;51;35;86;Br;-75632.252;3.078;8632.365;0.036;7633.414;3.078;85;918805.433;3.304;1;8707.184534498081;-74.81953449808134
14;50;36;86;Kr;-83265.66564;0.00369;8712.029;0.000;-518.672;0.200;85;910610.62627;0.00396;-1;8800.036760684465;-88.0077606844643
12;49;37;86;Rb;-82746.993;0.200;8696.901;0.002;1776.096;0.200;85;911167.443;0.214;1;8808.14368547207;-111.24268547207066
10;48;38;86;Sr;-84523.08935;0.00522;8708.456;0.000;-5240.000;14.142;85;909260.72631;0.00561;-1;8843.852012105406;-135.39601210540604
8;47;39;86;Y;-79283.089;14.142;8638.428;0.164;-1314.075;14.585;85;914886.098;15.182;1;8794.815037339964;-156.38703733996408
6;46;40;86;Zr;-77969.014;3.566;8614.051;0.041;-8834.960;6.552;85;916296.815;3.827;-1;8773.379464420252;-159.3284644202522
4;45;41;86;Nb;-69134.054;5.499;8502.222;0.064;-5023.810;6.642;85;925781.535;5.903;1;8667.19859010176;-164.97659010175994
2;44;42;86;Mo;-64110.245;3.726;8434.709;0.043;-12540;300;85;931174.817;4.000;-1;8588.619117629003;-153.91011762900234
0;43;43;86;Tc;-51570;300;8280.0;3;-11800;500;85;944637;322;1;8425.294343757463;-145.29434375746314
-2;42;44;86;Ru;-39770;400;8133.0;5;*;;85;957305;429;-1;8289.570971731655;-156.57097173165494
25;56;31;87;Ga;-29250;500;8129.0;6;14828;583;86;968599;537;0;8109.055394221842;19.944605778157893
23;55;32;87;Ge;-44078;300;8290.0;3;11540;300;86;952680;322;0;8295.448665432134;-5.448665432133566
21;54;33;87;As;-55617.907;2.985;8413.851;0.034;10808.218;3.726;86;940291.718;3.204;0;8453.89674948508;-40.045749485079796
19;53;34;87;Se;-66426.125;2.241;8529.091;0.026;7465.552;3.877;86;928688.618;2.405;0;8584.399646380682;-55.30864638068124
17;52;35;87;Br;-73891.676;3.171;8605.91;0.036;6817.845;3.181;86;920674.018;3.404;0;8686.957356118937;-81.04735611893739
15;51;36;87;Kr;-80709.522;0.246;8675.283;0.003;3888.269;0.246;86;913354.759;0.264;0;8761.569878699847;-86.28687869984788
13;50;37;87;Rb;-84597.791;0.006;8710.983;0.000;282.275;0.006;86;909180.531;0.006;0;8808.23721412341;-97.25421412340984
11;49;38;87;Sr;-84880.06595;0.00510;8705.236;0.000;-1861.690;1.128;86;908877.49615;0.00548;0;8826.95936238963;-121.72336238962998
9;48;39;87;Y;-83018.376;1.128;8674.844;0.013;-3671.239;4.296;86;910876.102;1.210;0;8817.736323498506;-142.8923234985068
7;47;40;87;Zr;-79347.137;4.146;8623.654;0.048;-5472.651;7.963;86;914817.339;4.450;0;8780.568097450034;-156.9140974500333
5;46;41;87;Nb;-73874.486;6.802;8551.757;0.078;-6989.678;7.378;86;920692.472;7.302;0;8715.45468424422;-163.69768424422
3;45;42;87;Mo;-66884.808;2.857;8462.424;0.033;-9194.764;5.073;86;928196.201;3.067;0;8622.396083881058;-159.9720838810572
1;44;43;87;Tc;-57690.044;4.192;8347.744;0.048;-12170;400;86;938067.187;4.500;0;8501.392296360551;-153.64829636055038
-1;43;44;87;Ru;-45520;400;8199.0;5;*;;86;951132;429;0;8352.4433216827;-153.44332168270012
24;56;32;88;Ge;-40138;400;8243.0;5;10582;445;87;956910;429;-1;8247.067857439104;-4.067857439104046
22;55;33;88;As;-50720;196;8354.0;2;13164;196;87;945550;210;1;8385.95225422351;-31.952254223509954
20;54;34;88;Se;-63884.195;3.357;8495.004;0.038;6831.763;4.613;87;931417.491;3.604;-1;8551.76664976564;-56.76264976563834
18;53;35;88;Br;-70715.959;3.171;8563.747;0.036;8975.327;4.106;87;924083.291;3.404;1;8635.972497557186;-72.22549755718683
16;52;36;88;Kr;-79691.286;2.608;8656.849;0.030;2917.709;2.613;87;914447.881;2.800;-1;8747.108344106457;-90.25934410645641
14;51;37;88;Rb;-82608.995;0.159;8681.115;0.002;5312.623;0.159;87;911315.591;0.171;1;8776.635642905141;-95.52064290514136
12;50;38;88;Sr;-87921.61793;0.00558;8732.595;0.000;-3622.600;1.500;87;905612.25561;0.00599;-1;8833.092940461553;-100.4979404615533
10;49;39;88;Y;-84299.018;1.500;8682.539;0.017;-670.147;5.608;87;909501.276;1.610;1;8807.941690267377;-125.40269026737587
8;48;40;88;Zr;-83628.871;5.403;8666.033;0.061;-7455.284;58.886;87;910220.709;5.800;-1;8809.72043883093;-143.68743883092975
6;47;41;88;Nb;-76173.586;58.810;8572.424;0.668;-3487.042;58.933;87;918224.287;63.134;1;8729.890639643894;-157.46663964389336
4;46;42;88;Mo;-72686.544;3.819;8523.908;0.043;-11005.229;149.088;87;921967.781;4.100;-1;8676.990839214586;-153.08283921458678
2;45;43;88;Tc;-61681.315;149.039;8389.958;1.694;-7342;335;87;933782.381;160.000;1;8542.482491034692;-152.5244910346919
0;44;44;88;Ru;-54340;300;8298.0;3;-17479;500;87;941664;322;-1;8434.904141612526;-136.90414161252556
-2;43;45;88;Rh;-36860;400;8090.0;5;*;;87;960429;429;1;8245.717244439771;-155.7172444397711
25;57;32;89;Ge;-33729;400;8169.0;4;13069;499;88;963790;429;0;8169.829277229463;-0.8292772294626047
23;56;33;89;As;-46798;298;8307.0;3;12194;298;88;949760;320;0;8343.043972069681;-36.04397206968133
21;55;34;89;Se;-58992.391;3.729;8435.279;0.042;9281.872;4.951;88;936669.059;4.003;0;8489.505376621493;-54.22637662149282
19;54;35;89;Br;-68274.263;3.264;8530.779;0.037;8261.522;3.904;88;926704.559;3.504;0;8609.213490884893;-78.43449088489251
17;53;36;89;Kr;-76535.785;2.142;8614.815;0.024;5176.604;5.834;88;917835.450;2.300;0;8702.168314859886;-87.35331485988536
15;52;37;89;Rb;-81712.388;5.427;8664.189;0.061;4496.628;5.427;88;912278.137;5.825;0;8768.369848546474;-104.1808485464735
13;51;38;89;Sr;-86209.017;0.092;8705.922;0.001;1499.336;1.615;88;907450.808;0.098;0;8807.81809194465;-101.89609194464902
11;50;39;89;Y;-87708.352;1.612;8713.978;0.018;-2832.792;2.776;88;905841.205;1.730;0;8820.513045054418;-106.53504505441924
9;49;40;89;Zr;-84875.561;3.083;8673.359;0.035;-4250.351;23.743;88;908882.332;3.310;0;8806.45470787578;-133.09570787578014
7;48;41;89;Nb;-80625.209;23.631;8616.812;0.266;-5610.275;23.953;88;913445.272;25.369;0;8765.643080408732;-148.8310804087323
5;47;42;89;Mo;-75014.935;3.912;8544.984;0.044;-7620.087;5.467;88;919468.150;4.200;0;8698.078162653279;-153.09416265327854
3;46;43;89;Tc;-67394.848;3.819;8450.575;0.043;-9135;298;88;927648.650;4.100;0;8603.759954609415;-153.1849546094145
1;45;44;89;Ru;-58260;298;8339.0;3;-12400;468;88;937455;320;0;8482.688456277143;-143.6884562771429
-1;44;45;89;Rh;-45861;361;8191.0;4;*;;88;950767;387;0;8334.863667656464;-143.8636676564638
26;58;32;90;Ge;-29221;500;8118.0;6;12109;640;89;968630;537;-1;8117.714014359958;0.2859856400418721
24;57;33;90;As;-41330;400;8244.0;4;14470;518;89;955630;429;1;8271.533117382296;-27.53311738229604
22;56;34;90;Se;-55800.217;329.749;8395.766;3.664;8200.081;329.766;89;940096.000;354.000;-1;8451.636241726037;-55.87024172603742
20;55;35;90;Br;-64000.298;3.357;8478.186;0.037;10958.952;3.840;89;931292.850;3.604;1;8553.082617631522;-74.89661763152253
18;54;36;90;Kr;-74959.250;1.863;8591.259;0.021;4405.154;6.746;89;919527.930;2.000;-1;8680.813014858411;-89.55401485841139
16;53;37;90;Rb;-79364.404;6.484;8631.512;0.072;6583.723;6.544;89;914798.803;6.960;1;8729.886663647043;-98.37466364704233
14;52;38;90;Sr;-85948.127;2.124;8695.972;0.024;545.934;1.406;89;907730.885;2.280;-1;8805.244333757078;-109.27233375707874
12;51;39;90;Y;-86494.062;1.611;8693.345;0.018;2278.474;1.609;89;907144.800;1.729;1;8801.945255428858;-108.60025542885887
10;50;40;90;Zr;-88772.535;0.118;8709.969;0.001;-6111.016;3.316;89;904698.758;0.126;-1;8824.930198422042;-114.9611984220428
8;49;41;90;Nb;-82661.519;3.317;8633.376;0.037;-2489.016;3.316;89;911259.204;3.561;1;8769.258392976968;-135.88239297696782
6;48;42;90;Mo;-80172.503;3.463;8597.028;0.038;-9447.816;3.611;89;913931.272;3.717;-1;8739.870608853298;-142.84260885329786
4;47;43;90;Tc;-70724.687;1.025;8483.359;0.011;-5840.895;3.869;89;924073.921;1.100;1;8631.826076291372;-148.467076291372
2;46;44;90;Ru;-64883.792;3.730;8409.768;0.041;-13184;300;89;930344.379;4.004;-1;8550.065565050849;-140.2975650508488
0;45;45;90;Rh;-51700;300;8255.0;3;-11990;500;89;944498;322;1;8389.64830537207;-134.64830537206944
-2;44;46;90;Pd;-39710;400;8113.0;4;*;;89;957370;429;-1;8255.515067014694;-142.51506701469407
25;58;33;91;As;-36896;400;8193.0;4;13684;589;90;960390;429;0;8224.507787529179;-31.50778752917904
23;57;34;91;Se;-50580.124;433.145;8334.837;4.760;10527.169;433.159;90;945700.000;465.000;0;8385.42604332202;-50.5890433220211
21;56;35;91;Br;-61107.294;3.544;8441.923;0.039;9866.671;4.190;90;934398.618;3.804;0;8520.706628548074;-78.78362854807347
19;55;36;91;Kr;-70973.965;2.236;8541.751;0.025;6771.072;8.115;90;923806.310;2.400;0;8630.349543207341;-88.59854320734121
17;54;37;91;Rb;-77745.037;7.801;8607.561;0.086;5906.890;8.873;90;916537.265;8.375;0;8714.354787299819;-106.79378729981909
15;53;38;91;Sr;-83651.927;5.453;8663.875;0.060;2699.369;5.247;90;910195.958;5.853;0;8772.72236082551;-108.8473608255099
13;52;39;91;Y;-86351.295;1.843;8684.941;0.020;1544.271;1.840;90;907298.066;1.978;0;8805.452263784413;-120.51126378441222
11;51;40;91;Zr;-87895.566;0.105;8693.314;0.001;-1257.565;2.924;90;905640.223;0.112;0;8812.544496176528;-119.2304961765276
9;50;41;91;Nb;-86638.001;2.926;8670.897;0.032;-4429.180;6.744;90;906990.274;3.141;0;8793.999058001858;-123.10205800185759
7;49;42;91;Mo;-82208.821;6.238;8613.628;0.069;-6222.175;6.671;90;911745.195;6.696;0;8749.8159492604;-136.18794926040027
5;48;43;91;Tc;-75986.646;2.363;8536.655;0.026;-7746.824;3.242;90;918424.975;2.536;0;8679.995169952153;-143.3401699521528
3;47;44;91;Ru;-68239.823;2.221;8442.928;0.024;-9670;298;90;926741.532;2.384;0;8584.53672007712;-141.60872007711987
1;46;45;91;Rh;-58570;298;8328.0;3;-12639;499;90;937123;320;0;8463.440599635298;-135.44059963529799
-1;45;46;91;Pd;-45930;401;8181.0;4;*;;90;950692;430;0;8316.706808626692;-135.70680862669178
26;59;33;92;As;-30981;500;8127.0;5;15742;640;91;966740;537;1;8150.079181403832;-23.07918140383208
24;58;34;92;Se;-46724;400;8290.0;4;9509;400;91;949840;429;-1;8343.093733003854;-53.09373300385414
22;57;35;92;Br;-56232.805;6.709;8384.911;0.073;12536.514;7.232;91;939631.597;7.202;1;8460.233125941108;-75.32212594110752
20;56;36;92;Kr;-68769.320;2.701;8512.674;0.029;6003.118;6.692;91;926173.094;2.900;-1;8603.034814017292;-90.36081401729098
18;55;37;92;Rb;-74772.438;6.123;8569.422;0.067;8094.923;6.419;91;919728.481;6.573;1;8669.961343430705;-100.53934343070432
16;54;38;92;Sr;-82867.361;3.423;8648.906;0.037;1949.132;9.384;91;911038.224;3.675;-1;8762.550167983049;-113.64416798304774
14;53;39;92;Y;-84816.492;9.127;8661.589;0.099;3642.535;9.127;91;908945.745;9.798;1;8779.263833872623;-117.67483387262291
12;52;40;92;Zr;-88459.028;0.102;8692.678;0.001;-2005.736;1.782;91;905035.322;0.109;-1;8821.639794901128;-128.9617949011281
10;51;41;92;Nb;-86453.292;1.785;8662.372;0.019;355.284;1.791;91;907188.568;1.915;1;8788.14059726686;-125.76859726686052
8;50;42;92;Mo;-86808.576;0.157;8657.73;0.002;-7882.884;3.106;91;906807.155;0.168;-1;8780.303694771526;-122.57369477152679
6;49;43;92;Tc;-78925.693;3.102;8563.543;0.034;-4624.492;4.125;91;915269.779;3.330;1;8696.59163361342;-133.04863361341995
4;48;44;92;Ru;-74301.201;2.718;8504.773;0.030;-11302.114;5.153;91;920234.375;2.917;-1;8638.541867594244;-133.7688675942445
2;47;45;92;Rh;-62999.087;4.378;8373.42;0.048;-8419;300;91;932367.694;4.700;1;8504.616942912298;-131.19694291229825
0;46;46;92;Pd;-54580;300;8273.0;3;-17450;583;91;941406;322;-1;8396.354313369284;-123.35431336928377
-2;45;47;92;Ag;-37130;500;8075.0;5;*;;91;960139;537;1;8212.216525163498;-137.21652516349786
25;59;34;93;Se;-40716;400;8223.0;4;12175;588;92;956290;429;0;8273.607176641939;-50.60717664193908
23;58;35;93;Br;-52890.230;430.816;8345.598;4.632;11245.765;430.823;92;943220.000;462.500;0;8423.035779870237;-77.43777987023714
21;57;36;93;Kr;-64135.994;2.515;8458.108;0.027;8483.907;8.224;92;931147.174;2.700;0;8547.872474138037;-89.76447413803726
19;56;37;93;Rb;-72619.901;7.830;8540.92;0.084;7465.938;8.876;92;922039.325;8.406;0;8648.117259445333;-107.19725944533275
17;55;38;93;Sr;-80085.838;7.554;8612.787;0.081;4141.319;11.697;92;914024.311;8.109;0;8723.770135792127;-110.98313579212663
15;54;39;93;Y;-84227.157;10.488;8648.905;0.113;2894.875;10.483;92;909578.422;11.259;0;8774.831103178423;-125.92610317842264
13;53;40;93;Zr;-87122.032;0.457;8671.62;0.005;90.806;1.484;92;906470.646;0.490;0;8801.300161604217;-129.68016160421575
11;52;41;93;Nb;-87212.838;1.491;8664.184;0.016;-405.769;1.501;92;906373.161;1.600;0;8803.17731106951;-138.99331106951104
9;51;42;93;Mo;-86807.069;0.181;8651.409;0.002;-3200.963;1.004;92;906808.773;0.193;0;8780.4625515743;-129.0535515742995
7;50;43;93;Tc;-83606.106;1.012;8608.577;0.011;-6389.393;2.299;92;910245.149;1.086;0;8733.155883118588;-124.57888311858915
5;49;44;93;Ru;-77216.713;2.065;8531.462;0.022;-8204.913;3.343;92;917104.444;2.216;0;8661.257305702378;-129.79530570237876
3;48;45;93;Rh;-69011.800;2.629;8434.825;0.028;-10011;301;92;925912.781;2.821;0;8564.766819325665;-129.94181932566426
1;47;46;93;Pd;-59001;300;8319.0;3;-12734;501;92;936660;323;0;8443.68442398845;-124.68442398845036
-1;46;47;93;Ag;-46267;401;8173.0;4;*;;92;950330;430;0;8298.010119690734;-125.01011969073443
26;60;34;94;Se;-36803;500;8180.0;5;10597;583;93;960490;537;-1;8227.483100466545;-47.483100466544784
24;59;35;94;Br;-47400;300;8284.0;3;13948;300;93;949114;322;1;8358.916199795562;-74.91619979556162
22;58;36;94;Kr;-61347.772;12.109;8424.331;0.129;7215.013;12.278;93;934140.454;13.000;-1;8515.41299408305;-91.08199408304972
20;57;37;94;Rb;-68562.785;2.029;8492.764;0.022;10282.926;2.623;93;926394.818;2.177;1;8598.659287940929;-105.89528794092985
18;56;38;94;Sr;-78845.711;1.663;8593.834;0.018;3505.752;6.422;93;915355.643;1.785;-1;8706.969276757274;-113.13527675727346
16;55;39;94;Y;-82351.463;6.380;8622.806;0.068;4917.859;6.380;93;911592.063;6.849;1;8742.028765144016;-119.22276514401528
14;54;40;94;Zr;-87269.322;0.164;8666.801;0.002;-900.260;1.500;93;906312.524;0.175;-1;8802.151948489221;-135.350948489222
12;53;41;94;Nb;-86369.062;1.491;8648.901;0.016;2045.002;1.494;93;907278.992;1.601;1;8789.024631404822;-140.12363140482194
10;52;42;94;Mo;-88414.065;0.141;8662.333;0.002;-4255.748;4.069;93;905083.592;0.151;-1;8800.96100927889;-138.6280092788893
8;51;43;94;Tc;-84158.317;4.071;8608.736;0.043;-1574.726;5.143;93;909652.325;4.370;1;8739.64688672335;-130.9108867233499
6;50;44;94;Ru;-82583.591;3.143;8583.661;0.033;-9675.978;4.615;93;911342.863;3.374;-1;8703.39645912628;-119.73545912627924
4;49;45;94;Rh;-72907.613;3.379;8472.402;0.036;-6805.345;5.459;93;921730.453;3.627;1;8593.8955310996;-121.49353109960066
2;48;46;94;Pd;-66102.268;4.287;8391.682;0.046;-13693;400;93;929036.292;4.602;-1;8509.45829803139;-117.77629803138916
0;47;47;94;Ag;-52410;400;8238.0;4;-12270;640;93;943736;429;1;8351.770564533572;-113.77056453357181
-2;46;48;94;Cd;-40140;500;8099.0;5;*;;93;956908;537;-1;8219.146525994223;-120.14652599422334
27;61;34;95;Se;-30460;500;8112.0;5;13311;582;94;967300;537;0;8155.3021088615005;-43.30210886150053
25;60;35;95;Br;-43771;298;8244.0;3;12388;299;94;953010;320;0;8317.590589288162;-73.59058928816194
23;59;36;95;Kr;-56158.913;18.630;8365.995;0.196;9732.580;27.513;94;939710.923;20.000;0;8456.268819719564;-90.27381971956311
