N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;atomic_mass;atomic_mass_unc;bind_ene_total;delta;bind_ene_teo;bind_ene_teo_total;Diff_bind_ene
58;146;88;234;Ra;46930.629;8.383;7.5765439;0.0358;2089.4348;16.2945;050382.100;9.000;1772.9112726;-1;7.863611507598624;1840.085092778078;-0.28706760759862426
56;145;89;234;Ac;44841.195;13.972;7.5821297;0.0597;4228.2364;14.2103;048139.000;15.000;1774.2183498000002;1;7.872942288510917;1842.2684955115544;-0.2908125885109163
54;144;90;234;Th;40612.958;2.589;7.5968557;0.0111;274.0882;3.1716;043599.801;2.779;1777.6642338;-1;7.8904837421134;1846.3731956545355;-0.2936280421133999
52;143;91;234;Pa;40338.870;4.094;7.594683699999999;0.0175;2193.9105;3.9998;043305.555;4.395;1777.1559857999998;1;7.891204521243135;1846.5418579708935;-0.29652082124313583
50;142;92;234;U;38144.959;1.129;7.600716;0.0048;-1809.8462;8.3205;040950.296;1.212;1778.567544;-1;7.900135973063057;1848.6318176967554;-0.2994199730630571
48;141;93;234;Np;39954.806;8.397;7.5896382000000004;0.0359;-395.1807;10.7522;042893.245;9.014;1775.9753388000001;1;7.892246750410235;1846.785739595995;-0.30260855041023493
46;140;94;234;Pu;40349.986;6.798;7.5846061;0.0291;-4112;160;043317.489;7.298;1774.7978274;-1;7.892568200447602;1846.860958904739;-0.3079621004476021
44;139;95;234;Am;44462;160;7.564;1;-2261;161;047731;172;1769.976;1;7.876068976012222;1843.00014038686;-0.31206897601222217
42;138;96;234;Cm;46722.411;17.078;7.5506868;0.0730;-6673;154;050158.568;18.333;1766.8607112;-1;7.867780424267031;1841.0606192784853;-0.3170936242670308
40;137;97;234;Bk;53395;153;7.519;1;*;;057322;164;1759.4460000000001;1;7.842671198049093;1835.1850603434877;-0.3236711980490927
59;147;88;235;Ra;51130;300;7.561;1;3773;300;054890;322;1776.835;0;7.8477501893284884;1844.2212944921948;-0.2867501893284885
57;146;89;235;Ac;47357.160;13.972;7.5735051;0.0595;3339.4064;19.1127;050840.000;15.000;1779.7736985000001;0;7.864658130920058;1848.1946607662137;-0.29115303092005806
55;145;90;235;Th;44017.754;13.041;7.5843862;0.0555;1728.8531;19.1127;047255.000;14.000;1782.330757;0;7.8772950479305015;1851.1643362636678;-0.29290884793050154
53;144;91;235;Pa;42288.901;13.972;7.5884139;0.0595;1370.1184;14.0169;045399.000;15.000;1783.2772665;0;7.885660940359816;1853.1303209845569;-0.2972470403598164
51;143;92;235;U;40918.782;1.116;7.5909151;0.0048;-124.2619;0.8524;043928.117;1.198;1783.8650485;0;7.889755808208005;1854.0926149288812;-0.29884070820800446
49;142;93;235;Np;41043.044;1.388;7.5870571;0.0059;-1139.3021;20.4992;044061.518;1.490;1782.9584185;0;7.889579651475069;1854.0512180966412;-0.3025225514750689
47;141;94;235;Pu;42182.346;20.521;7.5788799;0.0873;-2442.2558;56.5932;045284.609;22.030;1781.0367764999999;0;7.885132470161004;1853.006130487836;-0.3062525701610044
45;140;95;235;Am;44624.602;52.780;7.5651582;0.2246;-3389;115;047906.478;56.661;1777.812177;0;7.876414264265812;1850.9573521024658;-0.3112560642658124
43;139;96;235;Cm;48013;102;7.547;0;-4757;413;051545;110;1773.5449999999998;0;7.863425033789496;1847.9048829405315;-0.31642503378949627
41;138;97;235;Bk;52770;401;7.524;2;*;;056651;430;1768.14;0;7.846164778732052;1843.8487230020323;-0.32216477873205207
58;147;89;236;Ac;51220.998;38.191;7.5592423;0.1618;4965.7951;40.6669;054988.000;41.000;1783.9811828;1;7.849755530278357;1852.5423051456924;-0.29051323027835707
56;146;90;236;Th;46255.203;13.972;7.5769687999999995;0.0592;921.2477;19.7600;049657.000;15.000;1788.1646368;-1;7.869901235439754;1857.2966915637821;-0.2929324354397549
54;145;91;236;Pa;45333.955;13.972;7.5775573000000005;0.0592;2889.3730;14.0166;048668.000;15.000;1788.3035228;1;7.873452562316934;1858.1348047067963;-0.2958952623169333
52;144;92;236;U;42444.582;1.112;7.5864854;0.0047;-933.5116;50.4152;045566.130;1.193;1790.4105544;-1;7.8851233380791355;1860.889107786676;-0.2986379380791355
50;143;93;236;Np;43378.094;50.421;7.5792148;0.2136;476.5854;50.3887;046568.296;54.129;1788.6946928;1;7.880199735557121;1859.7271375914806;-0.30098493555712125
48;142;94;236;Pu;42901.508;1.810;7.5779192;0.0077;-3139;119;046056.661;1.942;1788.3889312000001;-1;7.88339558192013;1860.4813573331508;-0.3054763819201298
46;141;95;236;Am;46041;119;7.561;1;-1812;120;049427;127;1784.396;1;7.869997049998921;1857.3193037997453;-0.3089970499989212
44;140;96;236;Cm;47852.820;17.635;7.550309;0.0747;-5689;361;051372.112;18.931;1781.872924;-1;7.864717966962733;1856.0734402032049;-0.31440896696273235
42;139;97;236;Bk;53542;361;7.523;2;*;;057479;387;1775.4279999999999;1;7.842844505642328;1850.9113033315896;-0.3198445056423287
59;148;89;237;Ac;54020;400;7.55;2;4065;400;057993;429;1789.35;0;7.840642424473831;1858.232254600298;-0.29064242447383126
57;147;90;237;Th;49955.097;15.835;7.5634433;0.0668;2427.4736;20.5140;053629.000;17.000;1792.5360621;0;7.855917469244522;1861.8524402109517;-0.29247416924452185
55;146;91;237;Pa;47527.624;13.041;7.5703847;0.0550;2137.4905;13.0962;051023.000;14.000;1794.1811739;0;7.866988199639079;1864.4762033144616;-0.2966034996390787
53;145;92;237;U;45390.133;1.202;7.5761026000000005;0.0051;518.5338;0.5200;048728.309;1.290;1795.5363162;0;7.873854615657504;1866.1035439108284;-0.29775201565750375
51;144;93;237;Np;44871.599;1.120;7.5749895;0.0047;-220.0630;1.2944;048171.640;1.201;1795.2725115;0;7.876516717299796;1866.7344620000517;-0.30152721729979604
49;143;94;237;Pu;45091.662;1.697;7.5707599;0.0072;-1478;59;048407.888;1.821;1794.2700963;0;7.874974504565957;1866.3689575821318;-0.3042146045659573
47;142;95;237;Am;46570;59;7.561;0;-2677;95;049995;64;1791.9569999999999;0;7.8692279774559815;1865.0070306570676;-0.3082279774559815
45;141;96;237;Cm;49247.151;74.399;7.5466241;0.3139;-3963;242;052868.988;79.870;1788.5499117;0;7.859277135969873;1862.64868122486;-0.31265303596987337
43;140;97;237;Bk;53210;230;7.527;1;-4728;250;057123;247;1783.8990000000001;0;7.845121980107634;1859.2939092855092;-0.3181219801076338
41;139;98;237;Cf;57938.255;97.347;7.5033507;0.4107;*;;062199.272;104.506;1778.2941159000002;0;7.826762509869261;1854.9427148390148;-0.32341180986926066
58;148;90;238;Th;52525;283;7.555;1;1631;284;056388;304;1798.09;-1;7.847673268454209;1867.7462378921018;-0.2926732684542097
56;147;91;238;Pa;50894.043;15.835;7.5583449;0.0665;3586.3111;15.9056;054637.000;17.000;1798.8860862;1;7.853961691072731;1869.24288247531;-0.29561679107273076
54;146;92;238;U;47307.732;1.492;7.5701262;0.0063;-146.8652;1.2006;050786.936;1.601;1801.6900355999999;-1;7.868280028664139;1872.650646822065;-0.2981538286641392
52;145;93;238;Np;47454.597;1.137;7.566222;0.0048;1291.4491;0.4573;050944.603;1.220;1800.760836;1;7.86622531751823;1872.1616255693389;-0.3000033175182306
50;144;94;238;Pu;46163.148;1.138;7.5683611;0.0048;-2258.2731;58.9005;049558.175;1.221;1801.2699418;-1;7.872200521345209;1873.5837240801598;-0.30383942134520936
48;143;95;238;Am;48421.421;58.911;7.5555853;0.2475;-1023.7818;60.1587;051982.531;63.243;1798.2293014;1;7.861802676434872;1871.1090369914994;-0.3062173764348719
46;142;96;238;Cm;49445.203;12.234;7.5479966;0.0514;-4771;256;053081.606;13.133;1796.4231908000002;-1;7.859434746497417;1870.5454696663853;-0.31143814649741675
44;141;97;238;Bk;54216;256;7.525;1;-3061;393;058204;275;1790.95;1;7.840693767822648;1866.0851167417902;-0.3156937678226477
42;140;98;238;Cf;57278;298;7.509;1;*;;061490;320;1787.142;-1;7.829982704120764;1863.5358835807417;-0.32098270412076335
59;149;90;239;Th;56500;400;7.54;2;3162;445;060655;429;1802.06;0;7.832939460604936;1872.0725310845796;-0.29293946060493603
57;148;91;239;Pa;53337;196;7.55;1;2765;196;057260;210;1804.45;0;7.846624965113621;1875.3433666621554;-0.29662496511362146
55;147;92;239;U;50572.668;1.502;7.5585624;0.0063;1261.6634;1.4935;054291.989;1.612;1806.4964135999999;0;7.856171253994464;1877.624929704677;-0.2976088539944648
53;146;93;239;Np;49311.005;1.310;7.560568;0.0055;722.7849;0.9304;052937.538;1.406;1806.975752;0;7.861578327247465;1878.9172202121442;-0.30101032724746535
51;145;94;239;Pu;48588.220;1.112;7.5603187;0.0047;-802.1402;1.6635;052161.596;1.194;1806.9161692999999;0;7.862846184872621;1879.2202381845566;-0.3025274848726216
49;144;95;239;Am;49390.360;1.982;7.5536891;0.0083;-1756.6021;150.0740;053022.729;2.127;1805.3316949;0;7.859974826869937;1878.533983621915;-0.3062857268699375
47;143;96;239;Cm;51146.962;150.070;7.543065899999999;0.6279;-3103;256;054908.519;161.107;1802.7927501;0;7.852964253239408;1876.8584565242186;-0.30989835323940884
45;142;97;239;Bk;54250;207;7.527;1;-3952;239;058239;222;1798.953;0;7.841814463981038;1874.193656891468;-0.31481446398103774
43;141;98;239;Cf;58202;120;7.507;1;-5429;323;062482;129;1794.173;0;7.8265254590948246;1870.539584723663;-0.3195254590948249
41;140;99;239;Es;63630;300;7.481;1;*;;068310;322;1787.959;0;7.807097238580768;1865.8962400208036;-0.32609723858076833
58;149;91;240;Pa;57010;200;7.537;1;4295;200;061203;215;1808.8799999999999;1;7.832825881581692;1879.878211579606;-0.2958258815816919
56;148;92;240;U;52715.497;2.553;7.5517705;0.0106;399.2685;17.0830;056592.411;2.740;1812.42492;-1;7.849703433541994;1883.9288240500787;-0.29793293354199424
54;147;93;240;Np;52316.229;17.032;7.5501743;0.0710;2190.9095;17.0151;056163.778;18.284;1812.041832;1;7.850424449822653;1884.1018679574368;-0.3002501498226531
52;146;94;240;Pu;50125.319;1.105;7.556043300000001;0.0046;-1384.7902;13.7882;053811.740;1.186;1813.4503920000002;-1;7.859087493466734;1886.1809984320162;-0.30304419346673317
50;145;95;240;Am;51510.110;13.832;7.5470136000000005;0.0576;-214.1127;13.8967;055298.374;14.849;1811.2832640000001;1;7.851594001431172;1884.3825603434814;-0.3045804014311715
48;144;96;240;Cm;51724.222;1.905;7.5428617000000004;0.0079;-3940;150;055528.233;2.045;1810.286808;-1;7.852042536759032;1884.4902088221677;-0.3091808367590314
46;143;97;240;Bk;55664;150;7.523;1;-2324;151;059758;161;1805.52;1;7.836334536407247;1880.7202887377393;-0.31333453640724773
44;142;98;240;Cf;57988.719;18.034;7.51024;0.0751;-6237;366;062253.447;19.360;1802.4576;-1;7.828568563418887;1878.856455220533;-0.3183285634188877
42;141;99;240;Es;64225;366;7.481;2;*;;068949;393;1795.44;1;7.80464605475088;1873.1150531402113;-0.3236460547508804
59;150;91;241;Pa;59740;300;7.528;1;3543;358;064134;322;1814.2479999999998;0;7.824662774862822;1885.74372874194;-0.29666277486282233
57;149;92;241;U;56197;196;7.539;1;1882;220;060330;210;1816.899;0;7.83680064781188;1888.668956122663;-0.2978006478118802
55;148;93;241;Np;54315.115;100.006;7.5440426;0.4150;1360.0000;100.0000;058309.671;107.360;1818.1142666;0;7.84486284461105;1890.6119455512633;-0.3008202446110504
53;147;94;241;Pu;52955.115;1.105;7.5464395;0.0046;20.7799;0.1658;056849.651;1.186;1818.6919195;0;7.848849365260333;1891.57269702774;-0.30240986526033264
51;146;95;241;Am;52934.335;1.113;7.5432795;0.0046;-767.4346;1.1685;056827.343;1.195;1817.9303595;0;7.848760209759725;1891.5512105520936;-0.30548070975972497
49;145;96;241;Cm;53701.770;1.607;7.5368488;0.0067;-2279;165;057651.218;1.725;1816.3805607999998;0;7.844595378109228;1890.547486124324;-0.3077465781092288
47;144;97;241;Bk;55981;165;7.524;1;-3346;235;060098;178;1813.284;0;7.836354870308841;1888.5615237444306;-0.312354870308841
45;143;98;241;Cf;59327;167;7.507;1;-4567;285;063690;180;1809.187;0;7.824038686358566;1885.5933234124145;-0.3170386863585666
43;142;99;241;Es;63893;231;7.485;1;-5327;379;068592;248;1803.885;0;7.807646826258405;1881.6428851282756;-0.3226468262584046
41;141;100;241;Fm;69220;300;7.459;1;*;;074311;322;1797.619;0;7.787179290008351;1876.7102088920126;-0.3281792900083511
58;150;92;242;U;58620;201;7.532;1;1203;283;062931;215;1822.744;-1;7.829486035154001;1894.735620507268;-0.29748603515400074
56;149;93;242;Np;57416.876;200.004;7.5334042;0.8265;2700.0000;200.0000;061639.548;214.712;1823.0838164;1;7.832893024585304;1895.5601119496434;-0.29948882458530424
54;148;94;242;Pu;54716.876;1.245;7.5413284;0.0052;-751.1373;0.7080;058740.979;1.336;1825.0014728;-1;7.844155757915735;1898.285693415608;-0.302827357915735
52;147;95;242;Am;55468.014;1.118;7.5349917;0.0046;664.3145;0.4143;059547.358;1.199;1823.4679914;1;7.839473796529849;1897.1526587602234;-0.30448209652984914
50;146;96;242;Cm;54803.699;1.141;7.534504;0.0047;-2948;135;058834.187;1.224;1823.349968;-1;7.84264757904309;1897.9207141284278;-0.3081435790430902
48;145;97;242;Bk;57752;135;7.519;1;-1635;135;061999;144;1819.598;1;7.829876666840017;1894.830153375284;-0.31087666684001647
46;144;98;242;Cf;59386.982;12.892;7.5090991;0.0533;-5414;257;063754.544;13.840;1817.2019822;-1;7.8249614985360685;1893.6406826457285;-0.31586239853606823
44;143;99;242;Es;64801;257;7.483;1;-3598;476;069567;276;1810.886;1;7.804101635515805;1888.5925957948248;-0.32110163551580495
42;142;100;242;Fm;68400;401;7.465;2;*;;073430;430;1806.53;-1;7.791097516394666;1885.4455989675093;-0.32609751639466644
59;151;92;243;U;62480;300;7.518;1;2674;302;067075;322;1826.874;0;7.8158329513874945;1899.2474071871611;-0.29783295138749466
57;150;93;243;Np;59806;32;7.526;0;2051;32;064204;34;1828.818;0;7.82646371298494;1901.8306822553404;-0.3004637129849401
55;149;94;243;Pu;57754.561;2.542;7.5310087;0.0105;579.5559;2.6216;062002.068;2.728;1830.0351141;0;7.833080828717328;1903.4386413783109;-0.30207212871732825
53;148;95;243;Am;57175.005;1.388;7.5301742;0.0057;-6.9302;1.5692;061379.889;1.490;1829.8323306;0;7.835684298584661;1904.0712845560724;-0.3055100985846604
51;147;96;243;Cm;57181.936;1.496;7.5269261;0.0062;-1507.6936;4.5065;061387.329;1.605;1829.0430423;0;7.834274122586934;1903.728611788625;-0.3073480225869343
49;146;97;243;Bk;58689.629;4.524;7.5175021;0.0186;-2300;181;063005.905;4.856;1826.7530103;0;7.8288503007241514;1902.4106230759687;-0.3113482007241517
47;145;98;243;Cf;60990;181;7.505;1;-3757;275;065475;194;1823.715;0;7.819412832996312;1900.1173184181037;-0.31441283299631184
45;144;99;243;Es;64747;207;7.486;1;-4569;245;069508;222;1819.098;0;7.805961719403414;1896.8486978150297;-0.31996171940341434
43;143;100;243;Fm;69316;130;7.464;1;*;;074414;140;1813.7520000000002;0;7.78849695994546;1892.604761266747;-0.3244969599454599
58;151;93;244;Np;63240;100;7.514;0;3434;100;067891;107;1833.4160000000002;1;7.813722149806991;1906.5482045529059;-0.29972214980699086
56;150;94;244;Pu;59806.021;2.346;7.5248154000000005;0.0096;-73.1143;2.6856;064204.401;2.518;1836.0549576;-1;7.8274996443187295;1909.90991321377;-0.302684244318729
54;149;95;244;Am;59879.135;1.491;7.5213095;0.0061;1427.3000;1.0000;064282.892;1.600;1835.1995180000001;1;7.825539751887108;1909.4316994604544;-0.30423025188710806
52;148;96;244;Cm;58451.835;1.106;7.5239527;0.0045;-2261.9902;14.3567;062750.622;1.187;1835.8444588;-1;7.831350883253903;1910.8496155139524;-0.30739818325390367
50;147;97;244;Bk;60713.825;14.399;7.511475900000001;0.0590;-764.2709;14.5724;065178.969;15.457;1832.8001196000002;1;7.821424627677338;1908.4276091532704;-0.3099487276773374
48;146;98;244;Cf;61478.096;2.617;7.5051373;0.0107;-4547;181;065999.447;2.809;1831.2535012;-1;7.819269395899186;1907.9017325994014;-0.31413209589918534
46;145;99;244;Es;66026;181;7.483;1;-2938;271;070881;195;1825.8519999999999;1;7.801376777177677;1903.5359336313531;-0.31837677717767754
44;144;100;244;Fm;68964;201;7.468;1;-6634;425;074036;216;1822.192;-1;7.791255182254582;1901.0662644701179;-0.3232551822545817
42;143;101;244;Md;75597;374;7.438;2;*;;081157;402;1814.8719999999998;1;7.765396200388127;1894.7566728947031;-0.32739620038812767
59;152;93;245;Np;65850;200;7.506;1;2672;201;070693;215;1838.97;0;7.806469724927945;1912.5850826073465;-0.3004697249279449
57;151;94;245;Pu;63178.173;13.620;7.5132822;0.0556;1277.7559;13.7334;067824.554;14.621;1840.754139;0;7.815632563360113;1914.8299780232278;-0.30235036336011323
55;150;95;245;Am;61900.417;1.886;7.5153042999999995;0.0077;895.8929;1.5491;066452.827;2.024;1841.2495534999998;0;7.820842325088842;1916.1063696467663;-0.3055380250888424
53;149;96;245;Cm;61004.524;1.149;7.5157677000000005;0.0047;-809.2519;1.4964;065491.047;1.233;1841.3630865;0;7.822099010114124;1916.4142574779605;-0.30633131011412384
51;148;97;245;Bk;61813.776;1.792;7.509271399999999;0.0073;-1571.3755;2.5861;066359.814;1.923;1839.7714929999997;0;7.819402618435966;1915.7536415168115;-0.31013121843596636
49;147;98;245;Cf;63385.151;2.428;7.4996643999999995;0.0099;-2930;165;068046.755;2.606;1837.4177779999998;0;7.812753150054364;1914.1245217633193;-0.3130887500543649
47;146;99;245;Es;66315;165;7.485;1;-3877;256;071192;178;1833.825;0;7.802150604969318;1911.526898217483;-0.317150604969318
45;145;100;245;Fm;70192;195;7.465;1;-5133;325;075354;210;1828.925;0;7.787594983180831;1907.9607708793037;-0.32259498318083146
43;144;101;245;Md;75325;260;7.441;1;*;;080864;279;1823.045;0;7.769086284688901;1903.4261397487805;-0.3280862846889008
58;152;94;246;Pu;65394.772;14.985;7.5065401000000005;0.0609;401;14;070204.172;16.087;1846.6088646;-1;7.809208820053871;1921.0653697332523;-0.30266872005387047
56;151;95;246;Am;64994;18;7.505;0;2377;18;069774;19;1846.23;1;7.809884751636261;1921.2316489025202;-0.30488475163626116
54;150;96;246;Cm;62616.912;1.525;7.5114716;0.0062;-1350.0000;60.0000;067222.016;1.637;1847.8220136;-1;7.818248510820019;1923.2891336617247;-0.3067769108200187
52;149;97;246;Bk;63966.912;60.019;7.5028035;0.2440;-123.3159;60.0198;068671.300;64.433;1845.689661;1;7.811077791308207;1921.5251366618188;-0.3082742913082068
50;148;98;246;Cf;64090.228;1.514;7.499122000000001;0.0062;-3728.5741;89.9373;068803.685;1.625;1844.784012;-1;7.811594899397762;1921.6523452518495;-0.31247289939776124
48;147;99;246;Es;67818.802;89.925;7.4807849;0.3655;-2372.3848;90.9577;072806.474;96.538;1840.2730854;1;7.796577528791746;1917.9580720827694;-0.31579262879174586
46;146;100;246;Fm;70191.187;13.670;7.4679608;0.0556;-5924;260;075353.334;14.675;1837.1183568000001;-1;7.789247985787097;1916.1550045036258;-0.3212871857870967
44;145;101;246;Md;76115;260;7.441;1;*;;081713;279;1830.4859999999999;1;7.766383964086877;1910.530455165372;-0.3253839640868774
59;153;94;247;Pu;69210;200;7.493;1;2057;224;074300;215;1850.7710000000002;0;7.79659202199587;1925.75822943298;-0.3035920219958701
57;152;95;247;Am;67153;100;7.499;0;1620;100;072092;107;1852.253;0;7.804324847173334;1927.6682372518137;-0.30532484717333475
55;151;96;247;Cm;65533.105;3.797;7.5019318;0.0154;43.5841;6.3245;070352.678;4.076;1852.9771546000002;0;7.808163749844482;1928.6164462115871;-0.30623194984448165
53;150;97;247;Bk;65489.521;5.189;7.498940800000001;0.0210;-619.8711;15.2376;070305.889;5.570;1852.2383776000001;0;7.808108730009313;1928.6028563123004;-0.30916793000931264
51;149;98;247;Cf;66109.392;14.327;7.493263799999999;0.0580;-2469.0006;24.1495;070971.348;15.380;1850.8361585999999;0;7.804159787667833;1927.6274675539546;-0.3108959876678332
49;148;99;247;Es;68578.393;19.441;7.4801005;0.0787;-3094;182;073621.929;20.870;1847.5848234999999;0;7.796316922820033;1925.6902799365482;-0.31621642282003304
47;147;100;247;Fm;71672;181;7.464;1;-4263;275;076944;194;1843.6080000000002;0;7.7845801354659185;1922.791293460082;-0.3205801354659181
45;146;101;247;Md;75936;207;7.444;1;*;;081520;223;1838.668;0;7.768949425605488;1918.9305081245554;-0.3249494256054879
58;153;95;248;Am;70563;200;7.487;1;3170;200;075752;215;1856.776;1;7.792597132632851;1932.564088892947;-0.30559713263285104
56;152;96;248;Cm;67392.748;2.358;7.4967291;0.0095;-738.3049;50.0026;072349.086;2.531;1859.1888167999998;-1;7.803431840556835;1935.251096458095;-0.306702740556835
54;151;97;248;Bk;68131.053;50.058;7.4905975;0.2018;893.1015;50.3143;073141.689;53.739;1857.66818;1;7.798930707172925;1934.1348153788854;-0.3083332071729252
52;150;98;248;Cf;67237.951;5.121;7.491044;0.0207;-3061;53;072182.905;5.497;1857.778912;-1;7.802035690906968;1934.9048513449281;-0.31099169090696854
50;149;99;248;Es;70299;52;7.476;0;-1599;53;075469;56;1854.048;1;7.789804833333124;1931.8715986666145;-0.3138048333331236
48;148;100;248;Fm;71897.793;8.497;7.4659451;0.0343;-5050;184;077185.451;9.122;1851.5543848;-1;7.785180092877229;1930.7246630335528;-0.3192349928772291
